pc1,pc2,sparsity
-0.25338346,-0.10777517,4
-0.07723913,0.41169867,2
0.551076,-0.039069694,1
0.5992649,-0.10719662,1
0.45456046,-0.20146896,2
-0.08790093,0.26700917,4
0.40685526,0.027102107,1
-0.05181525,-0.17238781,1
-0.10821763,0.20201996,128
0.22519901,-0.032350525,1
0.48083293,-0.2431556,2
0.52036166,-0.270075,2
-0.2556137,-0.023500554,128
0.59717864,0.049917642,1
-0.16409577,-0.088326074,4
-0.35693458,0.044371724,2
0.35338503,0.010846872,1
-0.06053885,0.32413888,2
-0.0070889,0.09704796,1
-0.21908028,-0.030947737,4
0.13805619,-0.03785417,1
0.40696767,-0.17102244,1
-0.069360845,0.14123566,1
-0.25649512,-0.17335796,8
0.32306716,0.037336607,1
-0.23420493,0.20766687,4
-0.2767861,-0.029256027,16
0.54703987,-0.19929159,2
-0.20414937,0.02715613,32
-0.3006586,0.12799425,2
-0.18452017,-0.3685618,128
-0.21716845,0.04940717,16
-0.28292495,0.26665184,2
-0.11179429,0.039375756,4
-0.082096346,-0.14693063,16
0.36816657,0.28465527,1
-0.33509105,0.25739202,2
0.18290603,0.0015684657,2
0.14358066,-0.30407655,4
-0.15048172,0.282371,1
-0.06521558,-0.20320845,2
0.3753347,0.06636015,1
-0.28042898,0.09453236,128
-0.2824989,-0.016140206,1
-0.34889606,-0.28941986,8
-0.2491555,0.02265935,32
0.33126786,-0.12571116,4
0.14153138,0.07309183,2
-0.29811448,0.1451471,36
-0.2157075,0.0027314962,4
0.44266042,-0.03472351,1
-0.32919863,-0.30198753,4
-0.15665634,-0.11527075,1
-0.35000733,-0.11041224,1
-0.079363495,-0.15681441,1
0.26521856,-0.02350099,2
0.29029515,-0.034739126,2
-0.30194303,0.22153471,4
0.11156766,0.33840945,4
-0.097636916,-0.055772327,2
0.039570868,-0.093944825,1
0.28621963,-0.009424875,1
-0.27180338,0.13353671,2
-0.08083309,-0.17755894,2
0.39872202,0.14262344,1
0.13442215,0.05870058,2
-0.016085584,-0.23314556,1
-0.18909141,-0.2411082,1
-0.1845834,-0.095082544,4
0.064037085,-0.10942808,8
-0.33145994,-0.20046802,16
0.031318963,-0.1510294,4
0.009171272,-0.09510635,1
0.41335022,-0.008849135,2
0.3557036,-0.17406057,2
-0.3029064,0.026626471,16
-0.06869115,-0.33280253,8
-0.009515712,-0.052029055,1
0.17991047,0.05237944,1
0.11490327,-0.13924114,1
-0.24996707,-0.17295285,16
-0.35759038,0.1048483,32
-0.30488247,0.28516784,4
0.07762087,-0.09827252,1
-0.1720923,-0.14046414,8
-0.09099877,-0.2615614,1
0.58684516,0.10148365,1
0.049826488,0.24731012,2
-0.10220241,0.14046502,4
0.3507933,-0.04269091,2
0.10332541,-0.107420616,1
-0.04857451,-0.2294026,2
-0.17928867,-0.18957914,32
0.3408163,-0.06737635,1
0.027628269,0.004206191,1
0.35955498,-0.10828577,1
0.09223766,-0.08998653,4
-0.24551356,0.15260546,2
-0.14465052,0.34131196,1
0.44328573,0.17127438,1
0.050928645,0.12943015,2
-0.09027024,0.21894719,2
-0.112064734,-0.32231414,2
-0.19724037,-0.06789121,224
0.13552077,-0.05610211,1
0.1906453,0.16952923,2
-0.2688845,-0.27383763,128
-0.09706729,-0.27189025,2
0.22461286,0.16150826,4
-0.2010087,0.13612328,1
0.36736292,-0.0060544256,1
0.24449958,-0.18321696,1
-0.30349633,0.08455652,512
0.12777747,-0.14138569,4
-0.042329174,-0.07237671,8
0.44849855,-0.22561844,2
0.54321265,0.059759315,2
0.050681565,-0.15252046,2
0.2175029,-0.16871601,2
-0.052655496,-0.15639916,1
-0.043481193,-0.02955615,1
-0.32784408,0.26769438,16
-0.17349957,-0.1786382,4
-0.13088726,-0.15012075,1
0.20265786,-0.35417604,4
0.18181708,-0.076011695,2
-0.22116381,0.024448132,16
-0.307044,-0.107165776,2
-0.29857123,0.3194983,64
0.5095209,-0.089887574,2
-0.25687668,0.23507302,4
-0.28954107,-0.031148473,16
0.13841575,0.5523222,1
0.17796338,-0.028831339,1
0.5601057,-0.22802068,2
0.64974463,-0.097618915,1
0.25731134,-0.16517203,4
-0.23912898,-0.050802752,1
-0.24784353,-0.07790744,1
-0.3186033,-0.2750105,4
0.49989063,-0.0983568,2
0.11154495,0.098427184,2
0.016361067,-0.23549438,1
0.04200034,-0.13643971,4
0.559922,-0.06972226,1
-0.20760469,0.04820828,2
-0.2484363,0.14684294,80
-0.30733594,0.03438381,2
-0.17492193,0.10150569,4
-0.15864506,-0.24962181,32
-0.35222208,0.18426049,1
-0.08756976,-0.2013049,1
-0.038848072,0.25495163,2
0.51963115,0.020592,2
-0.35559237,0.17468819,512
-0.04834397,0.22459662,2
0.09671732,-0.030729689,1
0.6425245,-0.1673265,1
-0.31050378,0.12981491,1
-0.11198435,-0.19704665,2
0.0025671402,0.21810338,24
0.4152308,0.065908134,1
-0.30459797,0.10824711,1
-0.21079414,-0.22163567,2
0.3884821,-0.15277472,2
0.70301807,0.10526997,1
-0.004370326,-0.0049447855,2
-0.21069475,0.38835806,2
-0.121638075,-0.26482883,2
0.41124544,-0.18824622,1
0.22717799,-0.030083679,2
0.14713307,-0.12974308,1
-0.31296906,-0.21225573,4
-0.03934966,0.24600929,2
-0.12631758,0.1517011,83
-0.31478128,0.03788689,1
-0.082665496,-0.24678923,8
-0.35753587,-0.09290717,1
-0.14240152,0.0857816,2
0.20981963,-0.055165857,4
0.32520184,0.091845825,2
0.15692487,0.007835972,1
0.29766288,-0.20936893,2
0.22869582,-0.0025482127,1
0.12695074,0.015327339,4
-0.34566045,-0.04455759,2
-0.24296251,0.021264682,1
0.058619004,0.4835164,1
0.65077,0.09230839,1
0.12806426,-0.116056904,2
0.09991057,-0.15000264,2
-0.15141024,-0.2534211,2
-0.2919636,-0.12682131,1
0.3617796,0.010577804,1
-0.12795988,-0.09970509,1
-0.36652422,0.22838141,512
0.22548312,-0.15508689,2
-0.06826268,-0.10924381,4
0.6603571,-0.10654917,1
0.108887225,-0.0895017,2
-0.110713534,-0.11592349,1
-0.31275764,0.14648199,28
0.014745029,0.21572626,64
0.33390945,-0.018153725,1
0.1393959,0.37641665,1
0.45009246,-0.08639464,1
-0.07454272,0.12862073,1
-0.32358328,-0.08578105,128
0.11565351,0.33010128,2
-0.15467817,-0.29974082,2
0.3155012,-0.05654945,1
-0.007335456,-0.23264378,8
-0.028244171,0.2623111,1
-0.20249365,-0.0056878636,1
-0.21675065,0.20388454,1
-0.28280824,0.22229403,2
-0.062497605,0.121247895,2
0.30954617,0.010237473,1
-0.2032563,-0.1224816,2
0.0026580426,0.3254766,1
-0.11536031,0.10557556,8
-0.059930604,0.20038931,1
-0.1813031,-0.19198386,96
0.58548725,0.14953755,1
0.019430278,-0.28617382,8
-0.12659551,-0.11961404,1
0.010287437,0.2738828,1
-0.22476737,-0.365448,1024
-0.13506588,-0.11434833,2
-0.30429837,0.17087457,6
0.11745601,-0.16037843,4
-0.32022116,0.0770687,96
-0.007416162,0.23191851,2
0.0951184,0.37322563,8
-0.018701307,-0.18875943,8
0.11035973,0.011996636,2
-0.27229223,-0.2557379,16
-0.3018185,-0.02856072,2
0.03342465,-0.18805595,12
-0.22850692,-0.24618392,16
0.18509322,-0.2723149,2
-0.22904935,0.3167108,3
-0.09391648,-0.1744582,4
-0.291233,-0.028864276,32
0.15981163,-0.17911614,1
0.03579992,-0.3721491,4
-0.10780882,-0.19409598,8
0.15808044,0.03675765,2
-0.051672954,-0.14026864,1
-0.36079878,-0.053212397,220
-0.37607324,-0.014940542,12
-0.122088805,0.05865471,8
-0.33316764,-0.3097489,2
0.11628265,-0.085318156,1
0.18017584,-0.18082573,4
0.30189177,0.10325098,1
-0.29693854,0.38197175,2
-0.39084032,0.059462693,1
-0.21094207,0.061714668,1
-0.23867585,0.19825777,96
-0.14713658,-0.13434166,64
-0.014223321,-0.28267497,1
-0.120321624,-0.13035373,4
-0.009086282,0.17993349,1
-0.26484805,0.19117689,16
-0.35018146,-0.016118621,512
0.6306165,-0.005685035,1
-0.2941413,-0.03571225,1
-0.012537501,-0.22964104,2
0.18425433,-0.117791384,4
-0.1783145,-0.10617801,1
-0.017596424,0.28922918,1
-0.09898917,0.03763512,64
-0.24394754,-0.0048112003,3
-0.13309944,0.040911052,1
-0.10663544,-0.23739551,2
-0.0052334466,-0.12694088,2
0.38559097,0.35286218,1
-0.05731711,0.33080405,2
-0.3775384,-0.0014112825,2
0.18747027,-0.06886439,1
-0.25983435,-0.046202455,8
-0.2417704,-0.08905172,1
-0.010856974,-0.16874936,2
-0.3960886,0.10278654,8
0.37106484,-0.16297321,1
0.60806257,0.123695284,1
0.32199225,-0.046112966,2
0.18818526,0.09702206,1
-0.18677379,-0.1879107,4
-0.40364537,0.058636054,16
-0.06923982,-0.21241051,2
0.0069954684,-0.11870971,2
0.17441599,0.23057756,2
-0.070548564,0.24846122,4
-0.17348614,0.025404006,8
-0.25300506,0.08449398,4
0.5765148,-0.1431971,1
0.18667161,0.024630576,4
0.13649176,-0.1020172,1
0.16835245,0.38809466,1
-0.17653833,0.11099446,4
0.17895241,-0.29167852,2
0.16455038,0.37600937,2
-0.27121416,-0.23309281,2
0.14585371,-0.14675549,2
0.036464944,-0.09495668,8
-0.2549096,0.026118075,2
0.6869743,-0.111267135,1
0.20791584,-0.016053692,1
0.53459024,0.1017856,1
0.5412052,0.08183864,1
-0.3862268,-0.09522462,1
-0.27789688,0.20682745,12
0.4702902,0.0771338,1
0.048484217,-0.13435364,2
-0.12719376,-0.38570645,4
-0.19437538,-0.23457812,1
-0.37956783,-0.1410193,112
-0.34359103,0.09107747,4
-0.09389617,0.028091783,2
-0.2523828,-0.2286528,128
0.14304775,0.56348306,1
0.19684188,-0.31361943,3
-0.0508931,0.19956475,8
-0.20490342,-0.18342622,1
0.63973147,-0.036724754,1
-0.31831703,-0.24862717,256
-0.23629929,-0.11613632,4
-0.093758695,0.11377363,1
-0.35166678,0.03652185,2
0.054681107,-0.071375564,1
-0.0632562,-0.30142108,8
-0.07558034,0.093016066,2
0.63973147,-0.036724754,1
0.21392018,0.2920858,1
-0.30710125,0.12864143,1
-0.10589717,-0.11352156,6
0.43713185,-0.074318804,1
-0.22430868,0.070721366,2
0.46306986,0.031020889,2
-0.34306678,-0.040545966,2
0.0010948714,0.19576013,1
-0.13754942,0.19759439,4
0.38396075,-0.0659307,2
-0.050700177,0.24881524,2
-0.2634384,0.1408019,16
-0.22842062,0.12847042,40
-0.11670166,-0.19561121,1
0.57909536,-0.08124517,1
-0.16925417,0.05426293,4
0.20641546,0.005716244,1
-0.20565271,-0.23331682,16
-0.21630396,0.2454475,6
0.24185057,0.0035323573,1
-0.27335316,0.081786,2
-0.1359646,-0.15073688,4
0.49649572,-0.0068887337,1
0.0463503,-0.12669861,1
-0.17928387,-0.115326695,1
-0.14035293,0.13514486,1
-0.27130193,-0.25984585,4
-0.30944952,-0.01897819,64
-0.14927237,-0.13185425,1
0.39067993,-0.0054584965,1
-0.3192979,0.11811576,64
0.45852032,0.07034722,4
-0.08812755,0.13214187,1
-0.18452674,0.010079678,16
0.30986673,-0.16198921,1
-0.34951648,0.24572289,8
-0.3485251,-0.051624596,24
-0.023191208,-0.09003092,2
0.4574085,-0.05634818,1
-0.34597793,0.1917795,8
0.59449035,0.013176748,1
0.2510891,0.2007524,1
-0.001359433,-0.10413136,2
-0.3897362,-0.14110695,64
0.5492737,-0.058347676,1
0.39409518,-0.080290355,1
0.35294455,0.06864423,1
-0.105274685,-0.27901644,16
0.062393207,-0.16794442,2
-0.2277082,-0.23893502,64
-0.2448478,-0.09939394,4
-0.24262926,-0.314285,4
-0.3684519,0.102571756,8
0.03151552,-0.18463445,1
0.08706993,-0.047031555,2
-0.07347289,-0.31835186,4
0.39717916,0.10696229,1
0.25783643,-0.039157562,1
0.041513138,-0.017207762,2
0.52457017,-0.19276822,2
0.2810861,-0.07367161,1
-0.04045094,-0.1877566,1
0.15373485,0.40475053,1
-0.34499738,-0.040240534,128
-0.12755062,-0.10676828,2
-0.054429106,0.25894377,8
0.17849906,-0.048782337,1
-0.3034172,-0.23384002,6
-0.027211811,-0.13318348,1
-0.1360319,-0.046064433,4
-0.058898885,-0.057111297,1
0.45000198,-0.21949165,1
0.08259716,-0.1975129,1
-0.24762309,0.115753576,16
0.023222758,-0.10716828,2
0.33601692,-0.26823202,2
-0.13328142,-0.21960585,2
0.07668379,0.15578775,4
-0.37356022,-0.09410105,4
-0.34764817,-0.20705758,1
-0.12978972,0.31657287,1
0.37089035,-0.040906817,1
-0.35045025,-0.0065484815,4
-0.3162368,-0.2519369,64
-0.022152023,-0.07864111,4
-0.13049872,0.06293571,64
0.39067993,-0.0054584965,1
0.15871592,0.11589843,4
-0.16126919,-0.11331295,64
-0.21401682,-0.12086615,1
-0.027168347,0.11855229,1
-0.23158848,-0.033544082,1
0.17533669,0.11877311,1
-0.2135115,-0.02416568,16
-0.28081656,-0.004732419,128
-0.38509455,0.041659947,4
0.23742738,0.2352713,2
-0.1257412,0.14220273,2
0.17321293,-0.086167514,1
-0.055971693,0.2621773,2
0.027738558,0.089271255,2
-0.3591862,0.2508347,512
0.5001278,0.06602901,1
-0.11876602,0.088215314,1
0.28903747,0.2980816,2
-0.0937096,-0.20026094,4
-0.017705714,-0.1068885,1
-0.07931366,-0.23163196,16
-0.06852179,-0.055266872,2
0.1931394,0.076929025,4
0.12664813,-0.111443646,1
0.51963115,0.020592,2
-0.29109815,-0.27022967,8
-0.18802369,-0.20607823,2
-0.057412528,-0.17964655,1
0.4618971,0.15312888,1
0.06699957,-0.08531172,16
-0.25936562,-0.22157204,4
-0.033423405,0.021427127,2
-0.22760361,-0.06635862,64
-0.23899709,0.22723053,1
-0.095083214,-0.318787,24
-0.24478108,-0.23072955,2
0.43900752,0.08069816,1
-0.26311618,-0.032287523,1
-0.04657245,-0.079286695,1
0.45342806,0.067322284,1
0.0032272078,0.35789984,1
-0.08705046,-0.19907515,4
0.10144591,-0.055310357,16
-0.07712914,0.13095348,2
-0.25628656,-0.046366736,64
0.6425245,-0.1673265,1
0.44596666,-0.063010156,1
-0.3744989,0.043068673,4
0.19746357,-0.20775214,1
0.551076,-0.039069694,1
0.58548725,0.14953755,1
-0.39754996,-0.080885805,16
-0.18346044,-0.13556686,1
-0.23232897,0.15584707,1
-0.3262532,0.099401474,48
0.30511847,-0.15776764,2
0.13179936,-0.09535014,1
-0.049124446,-0.1715955,64
0.15455912,-0.035461932,2
-0.21473326,-0.084144756,4
-0.32163793,0.057674237,8
0.6603571,-0.10654917,1
0.009082681,0.16659926,2
0.52400273,0.113321714,1
0.08283995,-0.1681501,8
0.22519901,-0.032350525,1
0.3542809,-0.05089714,1
-0.14897022,0.36584502,2
-0.16570719,-0.27228013,64
-0.12159792,-0.11506959,4
-0.024769783,-0.04540137,1
0.36522022,0.07913097,1
-0.3700195,0.13113846,64
0.48522142,-0.1251366,1
0.5210315,-0.059391737,1
-0.2356163,0.16936737,1
-0.20429382,-0.14668871,24
-0.15673065,0.34161925,1
-0.20508793,0.1442098,4
-0.2274967,-0.04762788,1
0.39604035,-0.11373981,1
-0.32218167,0.13306224,8
-0.24728061,-0.16626692,8
-0.00874753,-0.24960919,1
0.010847141,0.053618867,2
0.16425386,0.42639154,1
0.6179473,-0.0066624833,1
-0.33642405,-0.14653167,4
0.22666295,-0.018321356,1
0.002553127,0.44400918,2
-0.039684888,0.16459996,4
-0.13394809,-0.12219202,176
0.15085465,0.02383473,4
-0.1317709,0.14087394,1
-0.2785989,-0.23973142,8
-0.22729777,-0.02657969,32
-0.30920634,0.21686004,12
0.34899807,0.020840472,1
-0.12957425,-0.22091769,32
-0.07067738,-0.04716295,2
-0.0499041,0.054297768,8
0.10602259,-0.122613296,1
0.18496656,-0.11437007,2
-0.2781239,-0.09228022,2
0.47674328,-0.23862936,2
0.162559,-0.12600332,1
0.20119403,-0.17349197,2
0.338138,-0.000586601,2
-0.16820484,0.094797455,1
0.29927716,0.058748186,1
0.40012997,-0.10955789,1
-0.04299302,0.3449893,1
-0.1501654,-0.15160064,4
0.023675838,-0.10983575,2
-0.314384,0.026952652,256
0.51963115,0.020592019,2
-0.12865351,0.1830799,2
0.30189762,0.04216207,1
0.30573234,-0.055390928,1
0.31451872,0.037469324,2
0.040596344,0.1358908,1
-0.11154794,-0.14545266,4
0.59717864,0.049917642,1
-0.37083745,0.040444046,1
-0.14663056,0.16545127,4
-0.10860568,0.45982438,1
-0.16731052,0.01288088,8
0.04366657,0.304549,12
-0.22705647,-0.31960937,16
0.64974463,-0.097618915,1
-0.134064,0.29674706,2
-0.19971374,0.108214386,512
-0.16637586,0.23637533,6
-0.29616335,-0.09201412,4
-0.18184374,0.028947527,8
0.397427,0.12014503,1
-0.07344473,-0.17653956,2
0.46741986,-0.07554286,1
0.19711016,-0.043554083,1
-0.28388295,-0.16729636,5
-0.30400962,0.28264493,4
0.12907298,0.12967105,2
0.45667374,0.3142785,1
0.5678316,-0.13181624,2
0.48083293,-0.2431556,2
-0.26146492,-0.2292841,4
0.41124544,-0.18824622,1
0.05074531,0.27422172,1
-0.21626207,-0.23000374,1
0.19678017,0.060339887,1
0.37361524,-0.0012509814,4
-0.093200535,-0.17008398,2
-0.4004825,-0.03218805,12
-0.33559245,0.024488878,72
0.3003284,-0.18833093,4
-0.19525953,-0.35397628,1
-0.3420813,0.023257682,2
-0.058870345,-0.19319916,1
0.060396116,-0.014503961,2
0.18837759,0.5474232,1
-0.21309473,-0.15243201,24
0.089645356,0.29347125,2
-0.21881491,-0.21793817,16
0.07489846,0.08602006,2
0.42631683,0.18158379,1
-0.26748267,0.019878838,2
0.19226357,0.3765052,1
0.019168641,-0.33468518,16
-0.20592405,-0.20406412,2
0.003874573,-0.1350273,1
-0.22326815,0.02964589,16
0.33202597,-0.08272505,4
0.29129422,0.076521546,1
-0.2925551,0.24879275,2
0.30774605,0.12535238,4
-0.2747946,0.07609158,4
0.42255843,0.02596525,1
0.17430605,-0.09041278,1
0.10683565,-0.068795666,1
-0.034112174,-0.21130334,8
-0.12845798,-0.18754946,1
-0.18925823,-0.2757413,2
-0.24424364,-0.27198136,8
0.089140534,0.3845027,1
-0.19868986,0.1901301,1
-0.0065180603,0.017063405,2
-0.27639535,-0.23912328,1
0.21677709,-0.29311082,4
0.017020017,-0.11801791,1
-0.27754495,-0.060038324,64
-0.36043084,-0.054856375,5
-0.42493093,0.1077788,4
0.64974463,-0.097618915,1
-0.18943363,-0.022123853,64
0.0141550405,-0.19227526,2
-0.17042813,-0.3862437,4
0.422388,-0.108307235,1
-0.16099899,-0.27416113,190
-0.3906721,0.17062601,1
0.20801207,0.36073962,1
0.20621869,0.113347515,1
0.09017507,-0.27447614,4
-0.39584133,0.042894445,8
0.5058205,0.0016028067,1
-0.3069397,0.042106245,8
-0.21610472,-0.3361429,1
0.5649324,-0.018643534,2
0.28546143,-0.14218429,2
0.15030031,0.1114399,2
-0.10976917,0.021260535,1
0.38734937,-0.14928938,4
-0.10496323,0.3920384,1
-0.22716986,0.0009478847,1
-0.19717821,0.12672116,2
-0.2993509,-0.143554,128
-0.3020625,0.17924172,1
-0.04252063,-0.20719135,1
-0.2853061,-0.20927984,48
-0.26957044,0.2653935,2
-0.04200073,-0.12850831,1
0.37438568,0.044014867,1
0.2850943,-0.15076236,1
-0.015447808,-0.22956651,2
0.4396547,-0.20640273,2
-0.007886315,-0.17766711,4
0.37733772,-0.19633786,2
-0.3350307,0.0069520026,192
0.30501422,-0.26952833,4
-0.26398337,-0.28460327,1
-0.022271644,-0.27807885,2
0.59449035,0.013176748,1
0.4034014,0.035379056,1
-0.06751366,0.11981084,3
-0.29394934,0.26836455,2
0.07015443,0.17097999,16
0.5412052,0.08183864,1
-0.24720852,0.36034137,2
-0.36622053,0.10303383,16
0.41375312,-0.06828466,1
-0.1380039,0.25030357,1
-0.24823357,-0.13374348,20
0.5081043,0.0068413145,1
-0.060283378,0.14490427,1
-0.045398273,-0.08754552,24
-0.17361158,-0.016300801,1
0.18156983,0.53757226,1
-0.26106262,-0.12640437,16
0.36217177,-0.09876547,2
-0.17674744,-0.31824374,1
-0.42071992,0.22723302,64
0.36577517,-0.021460379,1
-0.16194455,-0.09721492,4
-0.09538909,0.21899182,1
0.16143641,0.38971755,2
-0.30102226,-0.043011986,256
-0.051358815,-0.03354765,4
0.25337452,0.011264515,1
-0.045536716,-0.14808711,2
0.093344696,-0.17505836,2
-0.18428712,-0.21762978,4
0.050382175,0.027394017,2
0.0055584083,0.01494842,1
-0.19647667,-0.01227174,4
-0.24955623,0.06509423,8
0.41687545,0.11873102,1
-0.2609947,0.06876621,4
-0.073290296,0.28593275,1
-0.20657635,-0.118339926,2
-0.2057006,-0.11920939,256
0.04917761,-0.012457613,2
0.3717706,0.18892121,1
0.59656286,0.15545294,1
-0.23498161,0.052117076,12
0.007672294,-0.13486384,8
0.40394115,-0.081353836,2
-0.3793627,0.06636748,8
-0.13354371,-0.25535116,4
0.5228672,0.044973478,1
-0.35441634,0.045236565,1
-0.047385253,0.19170253,1
-0.20100008,-0.20348367,8
-0.23679845,-0.0070701707,16
-0.04953781,0.0325063,4
-0.101977594,-0.33306816,4
0.23219779,0.03221457,2
0.50957257,0.04725421,2
-0.30053163,-0.15599038,256
0.042724874,-0.010795562,1
0.26748198,-0.0037771654,1
0.63995403,0.17598185,1
-0.18736267,-0.15877388,8
-0.3344263,0.10720644,8
0.25954446,-0.09815427,8
-0.30174407,-0.07570377,1
-0.20085035,0.09260002,60
-0.2913593,0.1656471,1
-0.13144596,-0.24653423,64
-0.32742456,0.29574493,2
0.19995709,-0.060822494,1
-0.2551526,0.27355325,24
-0.2100649,-0.24433395,1
-0.12820354,0.01619495,4
0.2579109,0.027336173,1
-0.11834934,0.14309114,256
-0.15793034,-0.2002383,4
0.32175863,0.42396867,1
0.022007527,0.21799496,32
0.09771749,-0.13908605,2
-0.025854096,-0.33207566,192
-0.16404086,0.13796738,2
-0.2438077,-0.33756542,2
-0.041172545,-0.06319949,1
-0.2544995,-0.010891907,32
-0.33746254,-0.031149272,2
0.07267302,-0.064111225,4
0.1377449,0.13663766,1
-0.30996037,0.045029614,2
0.11613868,-0.2031843,1
-0.38581473,0.014446285,256
0.06513878,0.29480502,2
0.110039994,-0.03222734,1
-0.1950453,-0.016437855,8
0.22423925,0.4320511,1
-0.18482694,-0.08714893,256
0.009764823,-0.09106334,1
-0.12875412,-0.050230857,3
0.061804682,0.013965171,2
-0.19426532,0.32465672,512
0.3408163,-0.06737635,1
0.2054773,-0.1149321,8
-0.30022687,-0.14805573,2
-0.12424073,-0.26108894,8
-0.21117339,-0.14618865,2
0.11354715,0.2781318,2
0.04724275,0.30850875,1
0.46316966,-0.01424067,2
-0.29444313,-0.19022208,1
0.3117596,0.17642125,1
-0.15609178,-0.21985783,128
0.28851497,0.437605,2
-0.1666491,-0.03306002,2
-0.2778618,0.19867033,80
-0.11591842,0.2461236,1
0.16539624,-0.062613346,1
0.63995403,0.17598185,1
-0.075444415,0.14366952,1
0.42890108,0.09164745,2
0.17352718,0.19008192,1
0.061297398,0.052621525,1
0.06304468,-0.17512774,1
0.42185536,0.046274967,1
-0.40635908,0.14758651,16
-0.108514495,0.29914197,2
0.07909846,0.13684699,2
0.34247652,0.109989375,1
-0.20975158,-0.33447668,16
-0.20514685,-0.31845322,1
-0.14084418,-0.27545407,4
0.26731876,-0.113332,1
-0.2117626,-0.26624373,4
-0.22750507,-0.043426085,4
-0.27684513,-0.3257866,1
-0.19619851,0.1857126,1
0.4079156,0.012020403,1
-0.08548406,-0.12596075,1
-0.13365233,0.19064385,1
-0.2879918,0.05512359,90
-0.2519616,-0.26530355,4
0.3857993,0.11778382,1
-0.10294966,0.05348848,3
-0.0760941,0.1931106,4
0.28183824,0.16581424,4
0.021022273,0.35142848,1
-0.26936874,-0.297053,2
0.3364145,-0.16204801,1
0.2917832,-0.11717937,1
0.39620563,0.027548559,1
-0.23244841,0.0919329,64
0.3767727,0.17390165,1
-0.2729147,-0.049260207,8
0.63995403,0.17598185,1
-0.25291803,0.12332058,16
0.21252549,-0.34291536,2
-0.26807237,0.04945231,1
0.0031785818,-0.124682106,1
-0.15879741,-0.34950048,5
-0.38926533,-0.050199673,384
0.4069264,-0.14157715,2
-0.06287281,-0.21272796,1
-0.01816666,-0.056903824,4
-0.40921566,0.029798683,4
-0.1751361,-0.31027645,32
0.17484841,-0.2892544,4
0.44576222,0.01875255,1
0.14670831,-0.2280178,2
-0.122800276,-0.039951462,2
-0.048891976,-0.14587107,4
0.06680962,-0.06687085,2
0.0265249,0.2964512,2
-0.14659278,-0.051007986,1
-0.16291508,0.2558061,96
-0.25382367,-0.22125106,4
-0.28465688,-0.01664576,1
0.35122293,-0.117391616,1
-0.3492761,0.16443959,1
-0.25903484,0.07662316,1
0.40014455,0.023969352,1
0.28357258,-0.20944542,4
-0.39462066,0.110006645,32
-0.334063,-0.16398571,20
0.3874114,0.18291111,1
0.17308387,0.38119113,1
0.09478284,-0.16650632,2
-0.07490334,-0.112061135,4
-0.050466936,-0.11005723,2
0.33418554,-0.027180674,1
0.6558738,0.109152876,1
-0.3669022,-0.019810509,128
0.31579694,0.1302299,1
-0.056664515,0.40952122,2
-0.19947964,-0.1906783,512
0.31797597,0.010993212,2
0.40768525,0.1137842,1
-0.10189744,0.04347405,2
-0.16346484,-0.2861307,1
-0.25425518,0.019251857,16
-0.37350598,-0.088341296,8
0.3129791,0.12729992,2
-0.27822703,0.20029664,2
0.6057475,0.11766523,2
-0.12100194,-0.06293601,1
0.028673293,-0.039508305,1
-0.037935443,-0.04745531,2
0.117389254,-0.0025680277,4
-0.3127105,-0.14264233,256
0.15733224,0.18254496,4
-0.08386356,-0.16738272,1
-0.28252175,-0.26558462,256
0.4888167,-0.005021582,1
0.4038252,-0.27108815,2
-0.11573836,-0.12009121,4
-0.02673197,0.019621553,2
0.012121111,-0.20798844,1
-0.2824057,-0.2781307,2
-0.235735,-0.054032505,4
-0.17154583,-0.26054513,24
-0.33979985,-0.21310377,1
-0.08070662,-0.3434764,8
0.46732742,-0.07108117,1
-0.06238782,0.51302606,2
0.38052446,-0.09356603,1
-0.034028582,-0.13759929,2
-0.23792219,0.012645503,4
-0.051349588,-0.07983845,1
0.03646752,-0.034460835,1
0.13130851,0.34207475,2
-0.24841695,-0.160098,16
-0.24855855,0.23066813,256
-0.21355322,-0.13055605,36
-0.11563276,-0.020956827,8
0.44594494,-0.075241335,1
0.24252528,-0.16400929,2
-0.15661108,-0.121834576,1
0.22451994,-0.30287194,4
-0.1716944,-0.1143638,2
-0.20195113,-0.3262033,48
0.64974463,-0.097618915,1
-0.29470778,-0.2737254,2
0.27211857,0.17217211,1
0.041265998,-0.021313604,1
-0.111884244,0.051919542,2
-0.3028331,0.24936013,2
-0.010962095,0.4853248,2
-0.32718733,0.10403752,16
-0.4125565,0.028369393,2
0.053551953,0.3239171,1
0.42568874,0.08797978,1
-0.16622403,-0.082477234,8
-0.15845153,-0.21433625,1
0.14459412,-0.077653706,1
0.5457783,0.1712421,1
0.38358083,-0.19986498,2
-0.37614033,-0.033091776,64
-0.13361973,0.009771378,16
0.09978918,0.2759556,2
0.454932,0.041179605,1
-0.3023917,0.070687465,2
-0.27143496,-0.3349728,9
-0.15249589,0.0618069,4
0.15012799,0.23316567,2
-0.21984428,-0.10396761,4
-0.17523907,-0.102807,2
0.4703805,-0.19394109,4
-0.2987826,-0.09824806,48
0.022201244,-0.078730844,2
-0.25606692,0.2813923,64
0.24795319,0.0016508749,1
-0.26040065,0.1247013,32
-0.07547815,-0.14434575,1
-0.2649491,0.10991055,2
0.36312848,0.05345331,1
-0.069232054,-0.1357571,4
