pc1,pc2,sparsity
0.3617796,0.010577804,1
-0.19566451,-0.21339259,1
-0.16772307,0.224649,2
0.15684317,0.2604013,1
0.45000198,-0.21949165,1
-0.37345144,0.07366103,1
0.038286533,-0.17800553,8
-0.11509833,-0.08334239,4
-0.2636243,-0.18401721,6
-0.2767369,-0.20982167,1
0.2732971,-0.17047974,4
-0.24785471,-0.20215783,2
-0.12577726,-0.07567984,1
-0.08466762,-0.20929922,2
-0.023971712,0.14015707,2
-0.029408323,-0.12534617,1
-0.13371362,-0.05461997,1
-0.2507088,0.09934106,2
0.31554163,0.056804545,1
-0.08016389,-0.17096834,2
-0.27260783,-0.28636536,2
0.12611428,-0.014777201,2
-0.049758274,0.09348983,1
0.33354136,-0.02609467,1
-0.009499812,0.44051337,4
-0.2652849,0.096180715,64
-0.2706441,0.23144746,16
0.4152308,0.065908134,1
0.027677055,-0.31277964,16
0.24493107,0.34654558,1
0.03476005,-0.13389048,2
0.25541717,0.1672079,1
-0.15974991,-0.26807195,1
-0.17465243,0.14333332,1
-0.15102986,0.118334055,1
0.3470394,-0.07632314,2
-0.30195248,0.03602418,32
-0.036538087,-0.09187091,8
-0.13802345,-0.11384864,1
-0.27644378,-0.23023686,4
-0.31298175,-0.20976138,64
-0.039820492,0.33071363,2
0.009518458,0.21877825,2
0.2885795,-0.07813039,1
-0.13223587,0.14298217,48
-0.3448399,-0.16031465,384
-0.30907828,-0.2774899,96
0.6108854,-0.07840687,1
-0.15606809,-0.07521401,4
0.5649324,-0.018643534,2
0.24096845,-0.23469578,1
-0.19908585,-0.09088505,128
-0.1397029,-0.31114373,2
0.5992649,-0.10719662,1
-0.14507554,0.020434113,1
0.05608033,-0.119546734,1
-0.24026856,0.030785955,44
-0.098028615,-0.09374106,8
0.5058205,0.0016028067,1
0.3697221,-0.049699187,1
-0.28798974,-0.18757561,1
-0.0017439598,0.02148732,1
-0.2224669,0.026605736,16
-0.32129648,-0.16668905,2
0.15599713,0.12480365,1
-0.104183525,0.16903298,2
0.008845997,-0.1743845,2
-0.12897447,0.1567382,4
-0.16999106,0.037889842,4
0.36355123,-0.039706685,1
0.26839897,0.4078808,1
0.18497756,0.015512201,1
0.31714734,-0.27213565,2
-0.20860061,-0.06482687,2
0.025273139,0.23837045,1
0.11720028,-0.10424693,4
-0.03811769,0.29392067,4
-0.16742024,0.09248395,1
-0.35759982,-0.32377678,2
0.45809403,-0.0058620945,1
0.29577178,0.35936683,1
-0.2851686,0.22522952,1
0.07604607,-0.07407504,4
0.25550768,0.21737412,1
-0.1269545,-0.028630579,128
-0.3863163,-0.061024234,16
-0.24208611,0.3544308,2
-0.18618345,-0.18106486,10
0.37743944,-0.014584878,1
-0.06744651,0.0657111,1
-0.23389578,-0.050945733,64
0.38077223,-0.14683528,1
0.40885732,-0.014574056,1
0.34140217,-0.06312216,1
0.15049116,-0.08236374,2
-0.13417111,-0.25529197,2
0.2381729,0.5008029,1
0.30852884,0.30487514,1
-0.3341414,0.11781961,2
0.15061072,0.3319766,1
-0.37846777,0.11392688,8
0.3043842,-0.16259852,1
0.015893457,-0.1394521,4
-0.16006206,0.18603508,4
0.15330732,-0.0066702105,2
-0.28572696,-0.32726294,128
0.024750456,0.085529715,4
-0.22218125,-0.23821881,2
0.0645011,-0.16677366,2
0.40529013,-0.1903022,2
0.16983695,-0.05014022,2
0.10543448,0.29478672,2
-0.0382936,-0.21473297,2
0.16732554,-0.03832882,1
-0.041622307,0.18628548,256
-0.112839736,0.037627988,2
-0.071575984,-0.024452213,1
0.07495176,-0.21471617,1
-0.10210718,0.18234411,122
0.30302045,-0.1985579,2
0.31936908,-0.25555557,2
-0.07283292,-0.24785316,2
-0.2205194,0.033910748,8
-0.29281142,0.099074125,40
0.056465425,0.04101481,1
0.20811054,0.14735405,1
0.6108854,-0.07840687,1
-0.12562956,0.33701482,2
-0.30022755,-0.36645654,4
-0.2018496,-0.3810766,64
-0.1332873,0.19111532,2
-0.16444665,-0.17706534,2
0.09205365,0.5533257,1
-0.32757723,0.14514305,256
-0.16478845,-0.21732788,2
-0.23710395,-0.2015969,16
-0.28879312,-0.0680946,96
0.17061582,-0.03516093,1
-0.29709294,-0.21557774,8
0.23623925,-0.12844759,1
0.35122293,-0.117391616,1
0.29861706,0.06668104,1
0.530976,-0.06708219,1
0.54674155,-0.27813712,2
-0.27634,-0.093201816,8
-0.36418313,0.08766011,2
-0.03943288,0.038493752,2
0.37896043,-0.037003867,1
-0.01761747,0.13195585,1
0.34920445,-0.10899409,1
0.13154976,0.24798685,1
0.41975313,-0.1762791,2
0.08878297,0.19809026,2
0.53104424,-0.021311227,1
0.6079789,-0.064584926,1
-0.042303488,0.2523869,1
0.63973147,-0.036724754,1
-0.2546137,0.05642135,512
0.08680019,-0.26434186,1
-0.39112952,0.069258064,1
0.44073227,-0.099772036,1
-0.25563538,0.041821025,1
-0.17566183,-0.15011506,32
0.28215963,0.041992314,1
-0.20485657,0.17995043,1
-0.2970381,0.14104275,4
-0.05297628,-0.042166267,1
0.054492705,-0.19948822,4
-0.25959143,0.22524078,2
0.3800613,-0.043211963,1
0.06286392,0.19276406,1
0.43043575,0.07843873,2
0.44594494,-0.075241335,1
-0.3076219,-0.07963446,8
-0.06917388,0.050692227,1
0.381498,-0.0392843,2
-0.23627275,0.254449,2
-0.2807283,0.17697991,20
-0.23496854,-0.026721165,2
0.06795128,-0.025333153,4
-0.17680186,0.36110866,2
0.2443547,-0.13810945,2
0.40917602,-0.0151685225,1
0.15090363,0.047662083,4
-0.29330426,-0.15185365,64
-0.18900256,-0.04172777,72
0.22651504,-0.18755849,2
0.0697997,0.47455105,2
0.14619309,-0.16398466,1
-0.2548822,0.28422776,1
-0.17458479,-0.17403625,4
-0.1152645,0.007442233,2
-0.24206167,0.13646069,8
0.0030194477,-0.06282893,2
0.38952607,-0.041894294,4
-0.31108603,0.2123809,512
0.5081045,0.006841402,1
0.34838346,0.07046239,128
-0.08289443,-0.24797548,2
0.004872691,0.5207644,2
0.05106053,-0.15855077,2
0.050851528,0.305552,2
-0.11410188,-0.024732536,4
0.50479096,0.004568793,2
-0.07066507,-0.16201046,8
-0.26966667,0.20688553,512
-0.037041795,-0.16969186,1
-0.2878554,-0.36594415,1
0.32426065,-0.0056652636,1
0.43713185,-0.074318804,1
0.23046818,-0.10094845,1
-0.0031575426,0.08816224,2
0.39694428,0.1778377,1
0.1845117,0.08511248,1
0.5170348,-0.047294814,2
0.6108854,-0.07840687,1
0.55792713,-0.038246967,1
-0.3498666,0.13034727,10
0.48308837,-0.0688833,4
0.40885732,-0.014574056,1
0.053355113,-0.12286955,8
-0.4568151,-0.0017915013,512
0.023918001,-0.27624792,4
0.3943257,0.3183865,1
-0.22435635,0.072065264,1
-0.16393669,-0.23911516,1
-0.29631126,0.0849055,20
0.3506655,0.044669475,2
-0.16315827,0.21852054,32
-0.23596418,-0.27918294,4
0.55179536,-0.049409818,1
0.08222642,0.28002447,1
-0.16993877,-0.15525723,2
0.11174432,-0.14886393,1
0.41447666,-0.061613187,1
-0.17985724,-0.27426922,4
-0.11946504,0.09058352,4
-0.16696668,0.21209674,4
-0.21382883,0.04904158,4
0.27646866,0.041289993,1
0.0970112,0.12225363,1
-0.38406944,-0.04044288,2
-0.35672718,-0.094058864,4
-0.3179013,-0.26622835,32
-0.23544174,-0.1569103,1
-0.023359861,-0.31275246,4
-0.059249304,-0.16002207,1
-0.26033753,-0.05990662,4
-0.37683743,-0.16846094,16
-0.24649514,0.040622797,254
-0.066177286,0.19283968,4
-0.056019466,-0.1312611,2
-0.24272254,-0.20442669,1
0.15753397,-0.08904102,4
0.4217213,0.01990257,1
-0.14907259,0.11938859,8
-0.38506004,0.043474935,256
0.5601057,-0.22802068,2
0.4762214,0.1271626,2
-0.18090053,-0.2932889,1
-0.1824802,-0.1518326,1
-0.27885062,-0.2090096,16
-0.27131116,-0.011869532,254
0.5163529,-0.01599747,1
-0.118375905,-0.29084775,1
-0.18901534,-0.15059718,2
0.12944718,0.45177972,1
0.15344772,0.010541415,1
-0.13462505,0.2080581,2
-0.17925005,0.24357304,16
-0.3256728,-0.31862524,1
-0.11834724,0.1213233,1
0.024430305,0.2837195,1
0.0096298335,0.13974607,1
0.5542583,0.054148894,1
0.5608556,-0.0488893,1
0.4932373,0.041445315,1
-0.3016851,-0.0024348125,192
-0.041443046,0.12524234,16
-0.20973726,0.016977983,4
0.1982639,-0.045720533,1
-0.084738955,0.10603121,90
0.09656913,-0.16644296,512
0.116718695,-0.03633,1
-0.1274588,0.27433312,1
-0.27882814,-0.058127467,2
-0.028395746,-0.17101645,2
-0.2270899,0.09869246,128
-0.13921607,-0.054767385,1
-0.12628618,0.14597568,24
-0.2764342,-0.07449609,96
0.6558738,0.109152876,1
-0.3779233,-0.07280281,2
0.24101621,0.41737226,1
0.5649324,-0.018643534,2
-0.017353324,-0.21167327,1
0.23521453,-0.20627907,4
-0.08803829,0.18197885,2
-0.40678787,-0.018926447,16
-0.20796148,0.23682609,2
0.53844625,0.04468592,1
-0.005240382,0.3368089,1
0.002503269,-0.25140575,1
-0.28277168,0.2758815,2
0.074342504,0.13154611,1
0.64007676,-0.07214378,1
0.015386329,-0.0703925,1
0.080820076,-0.16493331,8
0.476858,-0.04805606,2
-0.1258696,0.1296686,2
-0.08997912,-0.23110943,15
-0.263561,0.3524942,4
-0.10314089,0.15438285,2
0.15285644,-0.26083735,1
-0.33360246,0.12148288,2
-0.35128254,0.014177908,64
-0.12617439,-0.15783553,1
-0.13518424,-0.16785783,12
-0.45090753,-0.026981859,231
-0.032535765,-0.067093015,2
-0.16912419,0.044116076,1
-0.06418045,-0.14600646,8
-0.22205035,0.27841416,128
-0.20354627,-0.19664475,192
-0.3829492,0.21807136,1
-0.117445394,0.20245641,1
-0.28195673,0.011742621,12
0.5809498,0.0364875,2
-0.13279665,-0.14791836,1
-0.17306687,0.1825326,4
-0.4135761,0.15112075,2
0.17748569,0.5741532,1
0.04370546,-0.23318322,2
0.062599495,0.61852914,2
0.14337492,0.54925686,1
0.023074402,-0.25582457,2
-0.2649521,0.25847125,8
0.52286714,0.044973392,1
-0.20368387,-0.3290262,16
0.23246357,0.5283669,1
-4.9306338e-05,-0.12961416,4
-0.28878152,-0.0013477106,1
-0.28308797,-0.028884014,24
0.09396829,-0.021151645,2
-0.17222808,0.1531758,1
0.1684969,-0.08751077,1
0.38832515,0.046958085,1
-0.31357378,0.0030467412,2
-0.29153767,0.042640414,256
-0.1927959,-0.1254476,2
-0.34967685,0.18856816,4
0.22824661,-0.23128861,4
-0.17901671,-0.2828848,2
-0.040076222,-0.21593694,2
-0.120818816,0.34848127,2
0.13053739,0.042690624,1
-0.42361265,0.03508971,256
-0.3274719,-0.021105887,2
-0.28392997,0.09593391,1
-0.24324763,-0.1207911,10
-0.03256427,0.026434539,2
-0.016348334,-0.14124024,1
-0.10395394,0.35356075,16
0.27066353,-0.24422342,4
0.10679783,0.016825974,1
-0.14965272,0.25952134,1
-0.196905,-0.2947334,8
0.15328501,-0.10249429,2
0.04343812,-0.2535493,2
0.03684943,-0.07613238,2
0.6398166,-0.17513904,1
-0.25287142,-0.30964777,28
-0.008381244,-0.19825998,2
-0.22969551,0.20506169,24
0.18324237,0.38650903,1
-0.06317425,-0.09191904,2
0.47694612,-0.004798892,2
-0.0027405503,0.1914375,1
-0.03732055,-0.19050649,8
0.5058205,0.0016028067,1
0.60204613,0.029726204,1
0.101879634,0.21183795,1
-0.17254806,-0.27442124,2
0.22813945,-0.18289007,1
-0.19171375,0.31428584,2
-0.1242621,0.19316609,1
0.23665002,0.35437325,1
0.6398166,-0.17513904,1
0.38923115,-0.038111776,2
-0.21277225,-0.21350776,2
0.077801414,0.05966142,1
-0.07515328,-0.049810234,4
-0.30365705,0.041756243,4
-0.3116957,-0.19671275,512
-0.005706835,0.13137205,1
0.050961297,-0.069703706,2
0.06442728,-0.145849,2
0.6284537,0.08765632,1
-0.2425066,-0.011944842,8
0.24977024,0.29823977,2
-0.12659463,-0.16054268,1
-0.15158917,0.030077966,8
-0.22309029,0.0813243,2
0.16893308,-0.06286993,1
-0.1443958,0.16628017,16
0.16198629,0.1877201,4
-0.16397147,0.21877927,16
-0.2825905,0.028709238,2
-0.14244698,0.06811351,4
-0.35898426,-0.022729538,80
-0.23948155,-0.34588423,1
0.094511494,-0.2724919,1
-0.10578329,0.27399066,2
-0.3412479,0.16361792,512
0.13453244,-0.2175437,2
0.18397121,0.5271914,1
-0.35121307,0.2859543,512
-0.18343446,-0.25558576,256
-0.13878681,0.21670888,4
-0.036472265,0.22671762,1
0.11457401,-0.057263877,1
-0.20609877,0.07021606,8
0.40012997,-0.10955789,1
0.18837759,0.5474232,1
0.34267756,0.023920236,2
-0.35825923,0.0359603,1
0.041212782,-0.12393776,4
0.108379155,0.22770143,1
-0.26454362,0.16992249,8
-0.24292877,-0.124116436,4
-0.20752041,0.041660435,1
-0.32879853,-0.12538545,32
0.56825966,-0.16674617,1
0.3617796,0.010577804,1
0.16957489,0.07335834,2
-0.06744479,0.19173446,1
-0.018484566,-0.1506071,2
-0.03751883,0.13902733,2
0.05190079,-0.21628924,4
-0.2960735,0.030470168,2
-0.0051369164,0.46047473,1
-0.16305554,-0.29151487,4
-0.033042435,-0.15126848,1
-0.07590327,-0.19495645,1
-0.36053836,0.07258323,384
0.454932,0.041179605,1
0.049206164,0.2427101,2
0.049510665,-0.25865826,1
0.03181687,0.13391428,2
-0.14806648,0.059630234,1
0.6108854,-0.07840687,1
0.06983949,-0.06574887,2
-0.16904019,0.16217914,2
0.44594494,-0.075241335,1
0.37479293,-0.15030736,2
0.18427655,0.41005,1
-0.24933153,0.32710296,1
-0.188922,0.14097854,24
-0.105012715,-0.20880328,2
-0.1723864,-0.21855924,64
-0.34831792,-0.019621082,256
0.1288746,-0.06995823,1
-0.22286056,-0.23231299,48
-0.32563457,0.25749335,2
-0.012893233,-0.2068518,4
0.06866157,-0.24072634,1
0.08801217,-0.22804485,2
-0.028127447,-0.054293226,2
0.6349736,0.12063443,1
0.08281954,-0.09557796,1
0.58548725,0.14953755,1
-0.1764867,0.1728268,1
0.41786966,-0.14017113,1
-0.14621128,0.11282222,48
0.6223095,-0.112520725,2
0.17957692,-0.16173509,1
-0.16297732,0.17781806,1
-0.1256031,0.19804145,8
0.2673982,0.36007974,1
-0.02815713,0.13486056,12
-0.3034054,0.2394763,2
-0.18415748,-0.2521842,1
0.29903165,-0.3323077,2
-0.30343083,-0.22885586,64
0.23220567,-0.17258696,2
-0.30935988,0.008952881,8
-0.13620692,-0.044705063,512
0.6349736,0.12063443,1
-0.08510961,0.13001448,1
-0.047097884,0.34269768,12
-0.34090084,-0.029591825,8
-0.21353115,-0.32260415,2
0.04985823,0.2744132,1
-0.35916132,0.18449412,16
0.19197607,0.23289378,4
-0.23165455,-0.14759584,2
0.18693727,-0.04974747,1
-0.1636595,-0.27523825,2
0.16974185,-0.14198135,1
0.14939767,-0.121484004,2
-0.20997302,0.11680742,1
-0.19716495,0.19293852,2
0.5781621,-0.04732711,2
0.41786966,-0.14017113,1
-0.054135986,-0.04801375,1
0.3990997,0.084082104,2
0.13490382,0.11673912,2
-0.111852854,-0.27760333,128
0.06315903,0.47152492,4
-0.30922183,0.014918566,2
0.06442345,0.35888195,2
0.41786966,-0.14017113,1
-0.3505545,-0.07706182,1
0.4025401,0.11034672,2
-0.36376762,0.17790398,2
-0.28120193,0.070898555,96
0.12798916,-0.21155815,16
-0.2210955,-0.14664716,128
0.43907708,-0.14995326,1
0.09371309,0.27839053,1
0.20760748,-0.098882556,1
-0.016003516,-0.01960124,1
-0.13819078,-0.28209227,12
-0.13244088,-0.10094421,8
-0.08848106,0.21960466,2
-0.094995186,0.106546745,1
0.124831244,-0.23634288,2
0.09513383,0.05940726,2
-0.08486076,0.23732296,2
-0.047360722,-0.24107042,8
0.45809403,-0.0058620945,1
0.28590846,-0.13553214,2
-0.113757305,-0.42854676,32
-0.013828837,0.5309721,32
-0.050027464,0.27898458,4
0.028204907,0.23413675,8
0.33097845,0.050013334,1
-0.1091808,-0.18999402,2
-0.22836773,-0.016607104,4
-0.102490954,-0.111156836,2
0.25638527,-0.016896453,1
-0.22681314,-0.1724565,1
0.08669926,-0.07591541,1
-0.15448852,0.21850866,8
-0.43390277,0.15139146,2
-0.42302427,0.24842213,48
0.16752848,0.16759375,2
0.37292612,0.39257807,1
-0.30612853,-0.09599775,2
0.27211857,0.17217211,1
-0.041147523,0.05512071,1
0.14101112,-0.06323942,1
-0.09999467,-0.26787105,1
0.4571695,-0.06779665,1
-0.34573507,0.014291446,1
0.03458995,0.2997203,1
-0.31647637,-0.2326457,8
0.5608556,-0.0488893,1
-0.27435935,0.16868155,4
-0.13959163,0.05072009,1
0.5616601,0.020836664,2
0.27478027,-0.073997095,1
-0.358604,0.29629576,256
-0.33791104,0.16178414,1
-0.022182144,-0.051567167,1
-0.37796518,0.052488383,1
0.22404994,0.04597036,4
0.32617044,-0.36361396,4
-0.3765071,-0.013739916,64
-0.27910128,-0.19465649,4
-0.34457412,0.21777736,2
-0.05558045,0.17817463,4
0.05944124,-0.10864239,2
-0.16279694,-0.30866066,2
0.422388,-0.108307235,1
-0.14607812,0.22186898,1
-0.042954985,-0.15517646,2
-0.10130474,0.30342007,2
-0.29631674,-0.010851061,1
-0.104513325,-0.16038026,1
-0.17713197,-0.12868561,2
0.06819369,0.029920753,1
-0.2055769,0.24685614,12
0.05167468,0.21496718,2
-0.07591817,0.19640712,2
-0.26314145,-0.053151958,2
-0.17374021,-0.12523182,2
-0.2858379,-0.20724986,32
0.06990773,0.13809678,1
0.46171314,-0.054921195,2
-0.09904443,0.29602322,16
-0.33755073,-0.2997903,32
-0.07448911,-0.038451456,2
-0.042320907,0.20933202,2
0.20170902,-0.018568367,1
-0.17558728,0.0019957253,40
-0.118416846,-0.04661548,1
-0.27776697,0.12483881,128
-0.2898043,0.13638888,1
-0.23361906,-0.06307283,2
-0.28190285,0.19239147,24
-0.21934433,0.14042369,8
-0.047146313,0.013563896,2
0.25449452,0.3433048,1
-0.16106007,-0.12637886,1
-0.3178077,0.22205746,1024
-0.17103432,-0.1464013,2
-0.28414133,0.14956714,2
0.38404316,-0.013909424,2
-0.092331424,-0.34347874,2
-0.27136597,0.32410738,4
0.3570159,0.18250117,1
0.13192408,-0.090726465,1
-0.15389356,-0.18136156,2
0.40279156,0.09560471,4
-0.071141034,0.12684216,12
-0.18435027,-0.24869204,128
0.015775856,0.11146134,2
-0.22762242,0.120958075,4
-0.12579805,-0.111574575,64
0.1583999,-0.13366869,2
-0.046024162,0.05995662,1
-0.10281629,-0.34809178,32
0.029999075,-0.19662519,4
-0.3029528,-0.10397696,96
-0.33263606,0.10695428,4
0.05184217,-0.05606521,2
0.39440128,-0.08499575,1
-0.25638086,-0.110804155,42
0.1982639,-0.045720533,1
-0.41334844,0.12291321,4
0.08320477,-0.05147691,2
0.5081045,0.006841402,1
-0.15968774,0.35991517,1
0.23244004,-0.065397434,1
-0.09278656,-0.19987532,8
-0.24349615,-0.03864064,112
0.09251855,0.006380251,1
0.28094882,-0.23172376,1
-0.21158086,0.3970583,1
-0.09708676,0.1860159,4
-0.3575927,0.2335139,8
-0.14439565,-0.13341066,16
0.23859909,-0.027105102,1
0.13279739,0.15517145,1
0.11255368,0.21583124,1
0.28474343,0.073739365,1
-0.37083313,-0.1279754,16
-0.1994404,-0.1389922,8
0.27222437,-0.09929284,2
-0.10627222,-0.10149831,4
-0.28977528,-0.05991095,26
0.49492902,-0.26431704,2
0.60806257,0.123695284,1
0.26082823,-0.026390791,2
0.4498991,0.049014255,1
-0.05760843,0.12141869,8
-0.35524252,-0.10818449,64
-0.049361166,0.10366706,4
0.17284702,-0.031553194,1
-0.256783,0.4068786,4
-0.21079545,0.095112674,32
-0.12667379,-0.24100469,1
-0.31834126,0.18474728,4
-0.094597526,-0.20593703,8
-0.20291299,-0.05940932,2
-0.09449628,-0.32307044,8
-0.12901251,-0.30836165,1
0.27701354,-0.13702784,1
-0.16479082,-0.22213359,4
-0.18581548,-0.03352059,2
0.6425245,-0.1673265,1
-0.21290976,-0.12392623,64
-0.18301445,-0.26404208,2
0.38737774,-0.12158697,1
-0.08318627,0.04007916,1
0.14630193,-0.12801673,2
-0.37961015,-0.024323745,128
0.22926946,-0.06972747,1
-0.35404545,-0.010396628,512
-0.24810882,-0.15416583,1
-0.25546554,0.11640287,2
0.26211888,-0.005293891,1
0.3441761,-0.058722466,1
-0.0060635596,-0.08135612,2
0.43713185,-0.074318804,1
-0.16807418,0.10945265,2
0.34148553,0.03133914,2
-0.3734338,-0.2961682,24
-0.18768787,-0.105936065,2
-0.39361063,0.24785723,2
-0.3637995,0.070493035,512
0.59449035,0.013176748,1
-0.24423286,-0.11410025,64
-0.24235952,0.041004106,2
0.1575449,-0.067778885,2
0.37149632,-0.025546452,2
-0.19211857,-0.20119269,2
0.3626032,-0.08482628,1
0.2236547,-0.07636118,2
0.4217213,0.01990257,1
-0.3383483,-0.037555274,8
-0.23215717,-0.018292014,1
0.15395209,-0.10255461,1
0.35918793,0.0219839,2
0.44181815,0.112487726,1
-0.2955251,-0.19231829,2
-0.27230033,-0.27360857,16
0.17771883,-0.17585635,1
-0.15236694,-0.26353973,1
-0.061012626,0.30779788,1
0.29830843,-0.051065806,1
0.47532678,-0.096387506,1
-0.03603194,-0.28176844,2
-0.048447806,0.22717035,4
-0.23367423,0.17657074,8
0.44919762,0.2774771,1
-0.10338019,0.15633395,2
-0.04073674,-0.21759424,1
-0.26428822,0.26971886,1
-0.05320933,-0.14967656,2
-0.1264255,0.15276216,2
-0.30913472,-0.010932379,1
0.41874018,0.046768494,1
0.006987175,-0.26025358,1
-0.26497957,0.25816876,32
-0.3205332,-0.06773807,1
-0.16062874,0.1026224,2
-0.24731204,0.30585212,1
-0.27704933,0.14634208,8
-0.19381899,0.08230678,2
-0.029902223,-0.07769108,1
-0.16493207,0.100988925,2
0.22456373,0.010028397,4
0.30351534,0.11855562,1
0.4418556,0.005496842,4
0.29468545,0.048276447,2
0.3037573,-0.20143493,2
-0.028155457,0.33882257,1
-0.19920583,0.0059477044,2
-0.2983016,-0.27298462,2
0.03988021,0.12008513,2
-0.3187095,0.12669048,1
-0.12793127,-0.11372073,4
-0.098403916,-0.14524911,1
0.29254538,0.04178989,2
-0.07980278,0.20946954,1
-0.17484584,-0.20718874,1
-0.06882892,-0.061869796,2
-0.29630277,-0.10219374,2
-0.19531235,-0.19913661,2
-0.16734055,-0.112268075,1
-0.35707882,0.13174872,2
0.13120429,-0.11682411,1
0.25346908,-0.14920223,1
-0.07977277,0.12807149,256
0.016595542,0.06470015,1
0.12734364,0.501343,2
0.32960683,0.079197966,1
-0.042792127,-0.218851,2
-0.26098058,0.2686004,96
-0.24361949,-0.3324598,256
0.5170022,-0.14758083,1
-0.41692013,-0.041539144,20
-0.1895393,0.2940077,1
0.4650078,-0.0073084873,1
-0.23207906,0.28378326,1
0.33625984,-0.19245797,4
0.24262804,0.34435192,2
-0.17294826,-0.09145289,4
0.0013660697,-0.040812828,1
0.056092855,-0.16324446,8
-0.1652086,0.11268625,8
-0.20031163,-0.1224251,4
0.3268175,-0.06376639,2
0.19356678,0.3043714,1
-0.29238588,-0.23513769,16
0.24250998,-0.098469414,2
-0.22652426,0.30969912,8
-0.08675245,0.31885263,2
-0.13482715,0.04724802,2
0.6558738,0.109152876,1
-0.08498385,0.27467918,8
-0.2913508,0.30390665,2
-0.19665584,0.3158268,128
-0.0029938235,0.33390415,2
0.23623547,0.3425401,2
0.41703025,0.021281991,4
-0.13909696,0.17721389,2
0.18679379,-0.18033332,1
-0.15186904,0.18768184,24
-0.014849447,0.3498464,4
-0.36330926,0.1875468,512
-0.07895545,-0.17813157,1
-0.23883376,-0.059016984,1
0.2029598,-0.16283835,1
-0.24211991,-0.21092431,16
0.5601057,-0.22802068,2
-0.34004322,0.10130465,24
0.023641648,0.085587144,1
0.5058205,0.0016028067,1
-0.24610366,0.07703609,2
0.14004517,0.040223118,1
0.20746186,-0.11076871,2
-0.026857922,-0.17695762,2
-0.3252472,-0.14787751,1
-0.10790293,0.17914362,4
0.42297345,0.023901524,1
0.42731532,-0.10092868,2
-0.13859317,0.22588171,1
-0.23404965,-0.027085314,4
-0.15793855,0.24557437,1
0.18707472,-0.11478238,4
-0.19198358,-0.00539823,1
0.18350841,-0.1845246,4
0.24655764,0.4154026,1
-0.0051130047,-0.24897593,8
0.27207318,-0.118879676,4
-0.14688677,-0.32336363,60
-0.09357254,-0.24186984,2
0.49830192,0.088321514,2
-0.24048893,0.074993566,1
0.63008237,0.053219944,1
-0.36139706,-0.25983042,4
-0.12171459,-0.0057613957,2
0.6094994,-0.072621025,1
0.44913048,-0.06739105,2
0.14834078,0.01947149,1
-0.007919048,-0.119377956,1
0.117414,-0.22696629,2
0.038254835,0.43223223,1
0.33540517,-0.103662245,2
0.016939167,0.22253051,1
0.18661125,0.052813016,1
0.097546026,-0.080953375,6
-0.06173362,-0.023615116,1
0.40451512,-0.074030824,1
0.3583366,-0.11071031,1
0.00825862,0.21675852,2
-0.016173497,0.0780671,2
0.01808574,-0.19176881,2
0.47827685,0.10821827,1
0.53550786,-0.10218159,1
-0.21453385,0.18461995,1
-0.2611701,-0.20542853,128
-0.29139972,-0.010588486,2
0.6603571,-0.10654917,1
0.025805596,-0.036421202,8
0.32052416,0.06963042,4
-0.0582666,0.2561424,1
-0.34441584,0.058650196,16
0.37232053,-0.006039395,2
-0.2777877,0.007353657,1
-0.28608418,0.067543216,16
0.43713185,-0.074318804,1
-0.38875577,0.05629654,32
-0.30267686,-0.028550781,1
-0.20933978,-0.24042727,16
0.324586,-0.020543708,1
0.27459422,-0.051344205,2
-0.2634925,-0.085738555,2
0.49410594,-0.25896704,2
0.066191606,0.3179487,1
-0.15854633,-0.3476158,4
0.23202549,0.060523458,2
-0.19927885,-0.24270695,2
-0.3541975,-0.06969899,2
0.008812578,-0.10346229,2
-0.1554622,0.0676766,8
-0.31030196,-0.13615766,4
-0.0994147,-0.08726579,2
0.27524465,0.06342119,4
0.08750683,-0.26041,1
-0.18682449,-0.21311565,4
-0.14578371,0.11889915,1
-0.22753114,-0.26577786,2
-0.11489179,0.11210923,2
-0.25653225,-0.27191076,16
0.14793876,-0.030914528,8
-0.31437424,-0.16451353,256
0.32168454,0.11536339,1
-0.1022089,-0.17492229,1
0.376785,-0.0021120494,2
-0.14064458,-0.07584401,40
-0.4207379,-0.049407195,512
0.067341864,0.060783863,1
-0.37637493,-0.08519831,4
-0.31075242,-0.28226635,80
0.080247015,-0.06862776,1
-0.29113352,0.07938615,64
0.4571695,-0.06779665,1
0.14766936,0.034052014,1
0.43431324,-0.089168005,1
-0.21439171,0.20767272,4
0.16945824,-0.12938285,4
0.3340755,-0.04391364,2
-0.22877973,0.29923317,4
-0.18482445,-0.12385781,2
-0.23417531,-0.11781068,256
-0.13683152,0.24552324,4
0.0005272983,0.42073834,16
-0.27074596,-0.044883143,2
-0.07540549,-0.1716281,1
0.41580963,-0.082241714,4
-0.3066025,0.024572307,2
-0.16628455,-0.16807285,1
0.14202967,0.41924462,4
0.6603571,-0.10654917,1
-0.0032572811,-0.20748089,2
0.31579694,0.1302299,1
-0.3238749,0.09249186,31
0.33488628,0.088442266,1
0.3297993,-0.030260462,1
-0.2521503,0.0043305727,4
-0.1108695,0.052889835,4
-0.1291027,0.094948776,1
0.11887337,0.06072758,2
-0.17721577,-0.2502275,32
0.48083293,-0.2431556,2
-0.2508268,0.114775896,64
0.03304597,-0.04820739,4
0.52457017,-0.19276822,2
-0.24186227,0.055286396,1
-0.2450341,0.01539849,1
